class	frame	xtl	ytl	xbr	ybr
3.27	2018-02-16_1515_left/002691	936	869	988	918
5.19	2018-02-16_1515_left/002691	1634	914	1689	958
5.19	2018-02-16_1515_left/002692	1634	909	1692	963
5.19	2018-02-16_1515_left/002693	1635	907	1702	955
5.19	2018-02-16_1515_left/002694	1646	911	1698	959
3.27	2018-02-16_1515_left/002694	1422	986	1447	1008
5.19	2018-02-16_1515_left/002695	1651	912	1703	955
3.27	2018-02-16_1515_left/002696	1420	979	1449	1003
5.19	2018-02-16_1515_left/002696	1653	906	1716	954
5.19	2018-02-16_1515_left/002697	1663	901	1725	949
3.27	2018-02-16_1515_left/002698	1420	982	1450	1010
5.19	2018-02-16_1515_left/002698	1665	901	1733	953
3.27	2018-02-16_1515_left/002699	1420	981	1449	1005
5.19	2018-02-16_1515_left/002699	1675	896	1745	961
4.2	2018-02-16_1515_left/002700	898	853	960	901
5.19	2018-02-16_1515_left/002700	1675	898	1743	952
5.19	2018-02-16_1515_left/002701	1689	897	1755	964
5.19	2018-02-16_1515_left/002702	1693	889	1762	957
5.19	2018-02-16_1515_left/002703	1694	889	1761	952
3.27	2018-02-16_1515_left/002704	1426	982	1452	1005
5.19	2018-02-16_1515_left/002704	1699	895	1770	949
5.19	2018-02-16_1515_left/002705	1711	890	1783	957
5.19	2018-02-16_1515_left/002706	1707	892	1786	949
3.27	2018-02-16_1515_left/002707	1426	979	1455	1004
5.19	2018-02-16_1515_left/002707	1725	889	1794	946
3.27	2018-02-16_1515_left/002708	1426	983	1460	1011
5.19	2018-02-16_1515_left/002708	1722	887	1800	941
4.2	2018-02-16_1515_left/002709	857	840	922	894
3.27	2018-02-16_1515_left/002709	1426	979	1459	1008
5.19	2018-02-16_1515_left/002709	867	915	918	973
5.19	2018-02-16_1515_left/002709	1737	897	1799	951
5.19	2018-02-16_1515_left/002710	1745	883	1811	947
5.19	2018-02-16_1515_left/002711	861	918	917	967
5.19	2018-02-16_1515_left/002711	1757	889	1818	945
5.19	2018-02-16_1515_left/002712	855	912	919	969
5.19	2018-02-16_1515_left/002712	1752	877	1829	944
3.27	2018-02-16_1515_left/002713	1431	987	1462	1012
5.19	2018-02-16_1515_left/002714	851	916	904	965
3.27	2018-02-16_1515_left/002714	1433	983	1464	1009
5.19	2018-02-16_1515_left/002715	841	918	903	971
3.27	2018-02-16_1515_left/002715	1432	986	1465	1011
5.19	2018-02-16_1515_left/002716	838	914	901	965
3.27	2018-02-16_1515_left/002716	1438	983	1466	1008
3.27	2018-02-16_1515_left/002717	1435	989	1465	1013
5.19	2018-02-16_1515_left/002718	830	913	886	965
3.27	2018-02-16_1515_left/002718	1434	989	1466	1015
5.19	2018-02-16_1515_left/002718	1798	874	1882	942
5.19	2018-02-16_1515_left/002719	819	910	882	965
3.27	2018-02-16_1515_left/002719	1438	984	1468	1011
4.2	2018-02-16_1515_left/002720	802	813	879	883
5.19	2018-02-16_1515_left/002720	814	912	875	961
3.27	2018-02-16_1515_left/002720	1436	984	1467	1011
5.19	2018-02-16_1515_left/002722	808	909	869	966
3.27	2018-02-16_1515_left/002722	1436	989	1467	1014
5.19	2018-02-16_1515_left/002723	801	913	870	966
5.19	2018-02-16_1515_left/002724	788	910	863	969
3.27	2018-02-16_1515_left/002725	1439	988	1471	1015
5.19	2018-02-16_1515_left/002726	777	905	842	962
3.27	2018-02-16_1515_left/002727	1442	987	1477	1016
5.19	2018-02-16_1515_left/002727	774	906	830	961
5.19	2018-02-16_1515_left/002728	758	907	837	963
5.19	2018-02-16_1515_left/002729	1947	845	2046	937
5.19	2018-02-16_1515_left/002729	752	904	831	960
5.19	2018-02-16_1515_left/002731	752	899	819	976
5.19	2018-02-16_1515_left/002732	727	887	814	965
5.19	2018-02-16_1515_left/002732	1990	835	2097	933
5.19	2018-02-16_1515_left/002733	736	897	801	963
5.19	2018-02-16_1515_left/002734	730	893	799	964
3.27	2018-02-16_1515_left/002735	1457	987	1492	1014
5.19	2018-02-16_1515_left/002735	721	893	794	965
5.19	2018-02-16_1515_left/002736	700	887	783	964
5.19	2018-02-16_1515_left/002737	697	889	777	961
5.19	2018-02-16_1515_left/002738	687	879	780	960
5.19	2018-02-16_1515_left/002739	676	880	769	959
3.27	2018-02-16_1515_left/002739	1465	982	1503	1012
5.19	2018-02-16_1515_left/002740	673	882	750	959
5.19	2018-02-16_1515_left/002741	668	873	740	947
5.19	2018-02-16_1515_left/002742	645	860	740	945
5.19	2018-02-16_1515_left/002743	663	867	737	946
5.19	2018-02-16_1515_left/002744	641	866	727	945
5.19	2018-02-16_1515_left/002745	2284	760	2418	889
5.19	2018-02-16_1515_left/002745	636	859	720	938
3.27	2018-02-16_1515_left/002746	1487	976	1524	1009
5.19	2018-02-16_1515_left/002746	641	863	717	940
5.19	2018-02-16_1515_left/002747	624	856	708	938
3.27	2018-02-16_1515_left/002747	1491	976	1530	1007
5.19	2018-02-16_1515_left/002748	606	835	710	942
3.27	2018-02-16_1515_left/002749	1503	977	1537	1006
2.4	2018-02-16_1515_left/002750	1502	975	1544	1011
2.4	2018-02-16_1515_left/002751	1507	974	1551	1009
2.4	2018-02-16_1515_left/002752	1510	973	1550	1009
5.19	2018-02-16_1515_left/002753	557	835	658	928
3.27	2018-02-16_1515_left/002753	1517	975	1555	1007
3.27	2018-02-16_1515_left/002754	1517	970	1555	1004
5.19	2018-02-16_1515_left/002757	495	823	601	916
3.27	2018-02-16_1515_left/002763	1550	971	1593	1007
2.4	2018-02-16_1515_left/002767	1564	975	1608	1013
5.19	2018-02-16_1515_left/002772	169	721	345	887
3.24	2018-02-16_1515_left/002775	1598	969	1644	1010
3.27	2018-02-16_1515_left/002778	1613	961	1658	999
3.27	2018-02-16_1515_left/002780	1626	958	1672	998
3.27	2018-02-16_1515_left/002781	1634	964	1672	999
3.27	2018-02-16_1515_left/002787	1673	933	1727	988
3.24	2018-02-16_1515_left/002789	1685	934	1740	990
3.27	2018-02-16_1515_left/002792	1700	934	1758	988
3.24	2018-02-16_1515_left/002794	1712	924	1765	978
3.27	2018-02-16_1515_left/002795	1720	928	1777	980
3.27	2018-02-16_1515_left/002800	1748	939	1802	988
3.27	2018-02-16_1515_left/002803	1765	925	1829	990
4.2	2018-02-16_1515_left/002963	1649	898	1698	942
4.2	2018-02-16_1515_left/002966	1591	896	1644	943
4.2	2018-02-16_1515_left/002967	1572	897	1625	946
4.2	2018-02-16_1515_left/002969	1535	896	1582	938
3.27	2018-02-16_1515_left/002970	1518	889	1571	939
4.2	2018-02-16_1515_left/002972	1480	880	1529	930
4.2	2018-02-16_1515_left/002973	1459	891	1509	933
4.2	2018-02-16_1515_left/002974	1437	874	1491	924
4.2	2018-02-16_1515_left/002975	1415	882	1466	926
3.27	2018-02-16_1515_left/002981	1283	856	1341	906
3.27	2018-02-16_1515_left/002982	1264	851	1323	902
4.2	2018-02-16_1515_left/002993	996	845	1059	900
4.2	2018-02-16_1515_left/003031	471	796	541	864
4.2	2018-02-16_1515_left/003053	573	762	663	844
4.2	2018-02-16_1515_left/003056	605	750	697	835
4.2	2018-02-16_1515_left/003075	947	712	1056	817
4.2	2018-02-16_1515_left/003078	1021	697	1126	806
4.2	2018-02-16_1515_left/003079	1047	697	1160	812
4.2	2018-02-16_1515_left/003084	1184	684	1303	804
4.2	2018-02-16_1515_left/003089	1322	675	1445	799
4.2	2018-02-16_1515_left/003095	1504	653	1634	783
4.2	2018-02-16_1515_left/003096	1541	654	1668	779
4.2	2018-02-16_1515_left/003098	1598	648	1729	782
4.2	2018-02-16_1515_left/003099	1624	641	1763	776
4.2	2018-02-16_1515_left/003101	1694	633	1833	763
4.2	2018-02-16_1515_left/003103	1786	615	1943	745
4.1	2018-02-16_1515_left/003104	1119	865	1222	976
4.1	2018-02-16_1515_left/003106	1174	862	1270	966
4.2	2018-02-16_1515_left/003106	1900	579	2064	740
4.1	2018-02-16_1515_left/003118	1477	841	1585	966
4.1	2018-02-16_1515_left/003119	1495	848	1613	968
4.1	2018-02-16_1515_left/003121	1547	849	1668	969
2.1	2018-02-16_1515_left/003122	1576	682	1690	804
4.1	2018-02-16_1515_left/003123	1605	845	1721	970
4.1	2018-02-16_1515_left/003124	1624	850	1742	974
4.1	2018-02-16_1515_left/003130	1777	830	1914	968
4.1	2018-02-16_1515_left/003131	1816	839	1951	963
4.1	2018-02-16_1515_left/003132	1860	820	2007	963
4.1	2018-02-16_1515_left/003133	1892	820	2037	972
3.27	2018-02-16_1515_left/003134	1912	583	2118	754
4.1	2018-02-16_1515_left/003135	1966	808	2113	965
4.1	2018-02-16_1515_left/003136	2011	808	2157	956
4.1	2018-02-16_1515_left/003137	2047	809	2203	968
4.1	2018-02-16_1515_left/003140	2175	789	2342	952
2.1	2018-02-16_1515_left/003404	208	780	324	871
4.1	2018-02-16_1515_left/003409	314	883	389	958
4.1	2018-02-16_1515_left/003414	392	883	476	963
4.1	2018-02-16_1515_left/003417	448	884	527	964
4.1	2018-02-16_1515_left/003418	463	884	542	963
4.2	2018-02-16_1515_left/003433	1150	716	1238	803
4.2	2018-02-16_1515_left/003443	1372	696	1473	795
4.1	2018-02-16_1515_left/003451	1106	842	1217	951
4.1	2018-02-16_1515_left/003453	1158	839	1270	948
4.1	2018-02-16_1515_left/003455	1206	829	1317	941
4.1	2018-02-16_1515_left/003457	1259	828	1362	944
4.1	2018-02-16_1515_left/003459	1305	826	1415	944
4.1	2018-02-16_1515_left/003460	1326	829	1443	944
4.1	2018-02-16_1515_left/003462	1370	826	1493	951
4.1	2018-02-16_1515_left/003463	1403	824	1521	950
4.1	2018-02-16_1515_left/003464	1426	826	1561	944
4.1	2018-02-16_1515_left/003467	1512	815	1639	938
2.1	2018-02-16_1515_left/003467	1491	639	1678	789
4.1	2018-02-16_1515_left/003468	1539	813	1676	941
4.1	2018-02-16_1515_left/003469	1571	815	1706	940
4.1	2018-02-16_1515_left/003470	1599	811	1740	941
4.1	2018-02-16_1515_left/003471	1627	808	1776	941
4.1	2018-02-16_1515_left/003472	1662	810	1803	946
4.1	2018-02-16_1515_left/003473	1691	805	1840	945
4.1	2018-02-16_1515_left/003474	1725	801	1873	946
4.1	2018-02-16_1515_left/003475	1757	798	1905	935
4.1	2018-02-16_1515_left/003476	1786	787	1944	939
4.1	2018-02-16_1515_left/003477	1824	790	1983	939
4.1	2018-02-16_1515_left/003478	1853	792	2011	929
4.1	2018-02-16_1515_left/003479	1881	782	2049	929
4.1	2018-02-16_1515_left/003480	1948	772	2111	931
4.1	2018-02-16_1515_left/003481	1983	773	2151	923
4.1	2018-02-16_1515_left/003482	2040	756	2212	936
4.1	2018-02-16_1515_left/003483	2052	757	2228	921
4.1	2018-02-16_1515_left/003484	2098	760	2276	925
4.1	2018-02-16_1515_left/003485	2163	734	2337	925
4.1	2018-02-16_1515_left/003486	2204	733	2375	928
4.1	2018-02-16_1515_left/003487	2233	744	2409	911
2.1	2018-02-16_1515_left/003511	1824	909	1940	999
2.1	2018-02-16_1515_left/003512	1847	905	1976	997
2.1	2018-02-16_1515_left/003513	1881	908	1996	993
3.27	2018-02-16_1515_left/003613	2009	763	2138	893
3.27	2018-02-16_1515_left/003658	2251	803	2306	851
3.24	2018-03-16_1424_left/000112	0	888	54	955
3.24	2018-03-16_1424_left/000113	18	889	76	955
3.24	2018-03-16_1424_left/000114	40	892	102	962
3.24	2018-03-16_1424_left/000115	60	894	123	965
3.24	2018-03-16_1424_left/000116	81	899	145	970
3.24	2018-03-16_1424_left/000117	104	904	169	971
3.24	2018-03-16_1424_left/000119	148	918	210	988
3.24	2018-03-16_1424_left/000120	165	918	231	990
3.24	2018-03-16_1424_left/000121	186	920	252	991
3.24	2018-03-16_1424_left/000122	212	921	279	993
3.24	2018-03-16_1424_left/000123	233	922	299	994
3.24	2018-03-16_1424_left/000124	258	919	327	990
3.24	2018-03-16_1424_left/000125	282	912	349	982
3.24	2018-03-16_1424_left/000126	309	913	376	986
3.24	2018-03-16_1424_left/000127	332	909	401	982
3.24	2018-03-16_1424_left/000128	357	909	424	984
3.24	2018-03-16_1424_left/000129	381	902	452	977
3.24	2018-03-16_1424_left/000130	409	902	476	976
3.24	2018-03-16_1424_left/000131	434	903	504	979
3.24	2018-03-16_1424_left/000132	458	899	527	976
3.24	2018-03-16_1424_left/000133	487	905	550	972
3.24	2018-03-16_1424_left/000134	510	901	578	978
3.24	2018-03-16_1424_left/000135	514	904	586	971
3.24	2018-03-16_1424_left/000136	544	897	612	964
3.24	2018-03-16_1424_left/000138	598	899	667	964
3.24	2018-03-16_1424_left/000139	623	897	700	969
3.24	2018-03-16_1424_left/000140	646	901	720	968
3.24	2018-03-16_1424_left/000141	678	899	754	966
3.24	2018-03-16_1424_left/000142	699	900	776	969
3.24	2018-03-16_1424_left/000143	726	896	804	966
3.24	2018-03-16_1424_left/000144	742	888	828	964
3.24	2018-03-16_1424_left/000145	780	887	857	961
3.24	2018-03-16_1424_left/000146	805	882	890	958
3.24	2018-03-16_1424_left/000147	835	881	908	952
3.24	2018-03-16_1424_left/000148	868	866	937	937
3.24	2018-03-16_1424_left/000149	889	859	967	935
3.24	2018-03-16_1424_left/000150	924	855	1001	929
3.24	2018-03-16_1424_left/000151	951	846	1038	929
3.24	2018-03-16_1424_left/000152	975	843	1060	925
3.24	2018-03-16_1424_left/000153	1007	838	1098	924
3.24	2018-03-16_1424_left/000154	1036	842	1121	919
3.24	2018-03-16_1424_left/000155	1068	835	1158	919
3.24	2018-03-16_1424_left/000156	1103	837	1181	914
3.24	2018-03-16_1424_left/000157	1139	833	1216	907
3.24	2018-03-16_1424_left/000158	1173	827	1260	910
3.24	2018-03-16_1424_left/000159	1202	830	1278	901
3.24	2018-03-16_1424_left/000160	1233	815	1318	897
3.24	2018-03-16_1424_left/000161	1272	817	1353	896
3.24	2018-03-16_1424_left/000162	1307	819	1391	896
3.24	2018-03-16_1424_left/000163	1346	816	1433	899
3.24	2018-03-16_1424_left/000164	1375	806	1475	907
3.24	2018-03-16_1424_left/000165	1414	809	1503	897
3.24	2018-03-16_1424_left/000166	1450	800	1549	896
3.24	2018-03-16_1424_left/000167	1482	794	1578	888
3.24	2018-03-16_1424_left/000168	1524	795	1617	889
3.24	2018-03-16_1424_left/000169	1566	786	1658	885
3.24	2018-03-16_1424_left/000170	1603	790	1700	893
3.24	2018-03-16_1424_left/000171	1641	784	1732	886
3.24	2018-03-16_1424_left/000172	1683	778	1776	871
3.24	2018-03-16_1424_left/000173	1732	775	1827	872
3.24	2018-03-16_1424_left/000174	1775	779	1884	878
3.24	2018-03-16_1424_left/000175	1816	774	1935	880
3.24	2018-03-16_1424_left/000176	1863	764	1979	879
3.24	2018-03-16_1424_left/000177	1903	743	2025	881
3.24	2018-03-16_1424_left/000178	1949	740	2065	868
3.24	2018-03-16_1424_left/000179	1998	733	2116	860
3.24	2018-03-16_1424_left/000180	2052	722	2172	857
3.24	2018-03-16_1424_left/000181	2110	712	2230	849
3.24	2018-03-16_1424_left/000182	2156	705	2282	849
3.24	2018-03-16_1424_left/000183	2212	694	2349	846
3.24	2018-03-16_1424_left/000184	2266	684	2406	834
3.24	2018-03-16_1424_left/000185	2330	684	2442	825
4.2	2018-03-16_1424_left/000189	291	971	321	995
4.2	2018-03-16_1424_left/000191	348	975	371	996
4.2	2018-03-16_1424_left/000195	455	975	482	998
4.2	2018-03-16_1424_left/000196	481	976	507	998
4.2	2018-03-16_1424_left/000197	502	976	525	999
4.2	2018-03-16_1424_left/000198	527	979	553	1002
4.2	2018-03-16_1424_left/000199	549	977	576	1000
4.2	2018-03-16_1424_left/000200	573	980	598	1003
4.2	2018-03-16_1424_left/000201	594	978	619	1000
4.2	2018-03-16_1424_left/000202	612	980	638	1002
4.2	2018-03-16_1424_left/000203	627	978	653	1002
4.2	2018-03-16_1424_left/000204	645	977	670	999
4.2	2018-03-16_1424_left/000205	663	979	688	1000
4.2	2018-03-16_1424_left/000206	685	978	711	1001
4.2	2018-03-16_1424_left/000207	696	978	724	1000
4.2	2018-03-16_1424_left/000208	714	976	742	999
4.2	2018-03-16_1424_left/000209	729	976	755	999
4.2	2018-03-16_1424_left/000210	746	976	771	998
4.2	2018-03-16_1424_left/000211	759	976	784	998
4.2	2018-03-16_1424_left/000212	773	975	797	997
4.2	2018-03-16_1424_left/000213	783	974	810	998
4.2	2018-03-16_1424_left/000214	795	975	821	997
4.2	2018-03-16_1424_left/000215	806	976	831	998
4.2	2018-03-16_1424_left/000216	816	973	843	997
4.2	2018-03-16_1424_left/000217	825	976	852	999
4.2	2018-03-16_1424_left/000218	833	977	859	999
4.2	2018-03-16_1424_left/000219	841	976	868	998
4.2	2018-03-16_1424_left/000220	849	974	876	998
4.2	2018-03-16_1424_left/000221	857	972	881	996
4.2	2018-03-16_1424_left/000222	864	972	891	995
4.2	2018-03-16_1424_left/000223	870	967	896	994
4.2	2018-03-16_1424_left/000224	874	966	900	991
4.2	2018-03-16_1424_left/000225	883	966	908	991
4.2	2018-03-16_1424_left/000226	889	965	915	991
4.2	2018-03-16_1424_left/000227	892	965	920	990
4.2	2018-03-16_1424_left/000228	897	963	925	991
4.2	2018-03-16_1424_left/000229	902	964	929	991
4.2	2018-03-16_1424_left/000230	905	964	932	990
4.2	2018-03-16_1424_left/000231	907	963	935	989
4.2	2018-03-16_1424_left/000232	909	965	937	992
4.2	2018-03-16_1424_left/000233	911	968	940	996
4.2	2018-03-16_1424_left/000234	913	971	941	998
4.2	2018-03-16_1424_left/000235	912	977	940	1002
4.2	2018-03-16_1424_left/000236	915	977	943	1005
4.2	2018-03-16_1424_left/000237	918	982	945	1009
4.2	2018-03-16_1424_left/000238	919	982	946	1011
4.2	2018-03-16_1424_left/000239	921	988	948	1013
4.2	2018-03-16_1424_left/000240	922	985	951	1012
4.2	2018-03-16_1424_left/000241	924	981	953	1009
4.2	2018-03-16_1424_left/000242	925	983	955	1012
4.2	2018-03-16_1424_left/000243	924	975	953	1001
4.2	2018-03-16_1424_left/000244	926	974	956	1002
4.2	2018-03-16_1424_left/000245	929	970	960	998
4.2	2018-03-16_1424_left/000246	930	967	959	995
4.2	2018-03-16_1424_left/000247	932	968	963	996
4.2	2018-03-16_1424_left/000248	934	962	963	990
4.2	2018-03-16_1424_left/000249	936	962	965	988
4.2	2018-03-16_1424_left/000250	936	962	965	989
4.2	2018-03-16_1424_left/000251	936	958	965	985
4.2	2018-03-16_1424_left/000252	937	960	967	988
4.2	2018-03-16_1424_left/000253	937	957	966	984
4.2	2018-03-16_1424_left/000254	937	956	968	984
4.2	2018-03-16_1424_left/000255	936	956	967	984
4.2	2018-03-16_1424_left/000257	936	953	966	981
4.2	2018-03-16_1424_left/000258	933	948	964	979
4.2	2018-03-16_1424_left/000259	932	948	963	979
4.2	2018-03-16_1424_left/000260	932	947	963	979
4.2	2018-03-16_1424_left/000261	930	945	960	974
4.2	2018-03-16_1424_left/000262	931	948	962	979
4.2	2018-03-16_1424_left/000263	929	944	961	975
4.2	2018-03-16_1424_left/000264	928	948	960	979
4.2	2018-03-16_1424_left/000265	929	946	960	978
4.2	2018-03-16_1424_left/000266	926	943	959	975
4.2	2018-03-16_1424_left/000267	925	945	960	979
4.2	2018-03-16_1424_left/000268	924	943	959	976
4.2	2018-03-16_1424_left/000269	922	948	957	981
4.2	2018-03-16_1424_left/000270	921	948	955	981
4.2	2018-03-16_1424_left/000271	910	947	953	998
4.2	2018-03-16_1424_left/000272	908	947	948	995
4.2	2018-03-16_1424_left/000273	918	956	951	990
4.2	2018-03-16_1424_left/000275	916	958	951	993
4.2	2018-03-16_1424_left/000276	913	957	947	992
4.2	2018-03-16_1424_left/000277	914	954	947	991
4.2	2018-03-16_1424_left/000278	910	950	945	986
4.2	2018-03-16_1424_left/000279	908	948	944	984
4.2	2018-03-16_1424_left/000280	907	949	942	983
4.2	2018-03-16_1424_left/000281	906	944	941	979
4.2	2018-03-16_1424_left/000282	904	943	941	981
4.2	2018-03-16_1424_left/000283	901	940	937	978
4.2	2018-03-16_1424_left/000284	903	941	938	978
4.2	2018-03-16_1424_left/000285	901	938	936	974
4.2	2018-03-16_1424_left/000286	899	936	936	972
4.2	2018-03-16_1424_left/000287	898	935	935	973
4.2	2018-03-16_1424_left/000288	897	932	934	971
4.2	2018-03-16_1424_left/000289	894	936	931	976
4.2	2018-03-16_1424_left/000290	896	938	931	977
4.2	2018-03-16_1424_left/000291	893	935	930	974
4.2	2018-03-16_1424_left/000293	888	940	926	982
4.2	2018-03-16_1424_left/000294	888	942	924	981
4.2	2018-03-16_1424_left/000295	886	939	925	979
4.2	2018-03-16_1424_left/000296	882	937	921	976
4.2	2018-03-16_1424_left/000303	858	914	908	964
4.2	2018-03-16_1424_left/000304	855	912	906	962
4.2	2018-03-16_1424_left/000306	853	909	907	962
4.2	2018-03-16_1424_left/000307	851	910	903	960
4.2	2018-03-16_1424_left/000308	845	910	898	961
4.2	2018-03-16_1424_left/000313	823	904	878	954
4.2	2018-03-16_1424_left/000318	802	891	864	957
4.2	2018-03-16_1424_left/000319	798	888	866	956
4.2	2018-03-16_1424_left/000320	798	890	861	951
4.2	2018-03-16_1424_left/000321	800	886	857	949
4.2	2018-03-16_1424_left/000326	758	881	825	945
4.2	2018-03-16_1424_left/000327	750	879	821	945
4.2	2018-03-16_1424_left/000328	745	881	806	943
4.2	2018-03-16_1424_left/000329	739	870	804	939
4.2	2018-03-16_1424_left/000336	657	848	741	922
4.2	2018-03-16_1424_left/000338	638	844	717	919
4.2	2018-03-16_1424_left/000339	619	833	706	918
4.2	2018-03-16_1424_left/000340	605	834	699	921
4.2	2018-03-16_1424_left/000341	590	825	683	915
4.2	2018-03-16_1424_left/000343	562	814	651	898
4.2	2018-03-16_1424_left/000347	499	797	590	898
4.2	2018-03-16_1424_left/000348	466	782	564	882
4.2	2018-03-16_1424_left/000351	384	762	495	878
4.2	2018-03-16_1424_left/000352	365	755	487	867
4.2	2018-03-16_1424_left/000353	333	749	446	864
4.2	2018-03-16_1424_left/000354	297	734	411	857
4.2	2018-03-16_1424_left/000355	260	718	382	845
4.2	2018-03-16_1424_left/000356	219	708	345	844
4.2	2018-03-16_1424_left/000357	180	694	301	828
4.2	2018-03-16_1424_left/000358	124	690	253	820
4.2	2018-03-16_1424_left/000359	74	678	205	818
4.2	2018-03-16_1424_left/000360	17	661	135	820
4.2	2018-03-16_1424_left/000360	1521	949	1543	976
4.2	2018-03-16_1424_left/000361	1524	949	1547	976
4.2	2018-03-16_1424_left/000362	1529	945	1549	971
4.2	2018-03-16_1424_left/000363	1532	948	1553	975
4.2	2018-03-16_1424_left/000364	1535	946	1556	972
4.2	2018-03-16_1424_left/000365	1537	943	1558	971
4.2	2018-03-16_1424_left/000366	1540	940	1562	968
4.2	2018-03-16_1424_left/000367	1544	941	1564	968
4.2	2018-03-16_1424_left/000368	1546	936	1567	966
