ytl	xtl	ybr	xbr	class	frame
1024	885	1056	910	5.19	2018-02-16_1515_left/001064
769	1752	892	1859	2.1	2018-02-16_1515_left/002502
714	992	816	1072	4.2	2018-02-16_1515_left/003076
911	1634	967	1688	5.19	2018-02-16_1515_left/002690
996	1574	1019	1591	2.1	2018-02-16_1515_left/002690
900	1424	933	1452	2.1	2018-02-16_1515_left/002365
853	1587	935	1667	2.1	2018-02-16_1515_left/002484
935	648	987	696	5.19	2018-02-16_1515_left/001022
716	833	849	949	2.1	2018-02-16_1515_left/003439
856	862	944	929	4.1	2018-02-16_1515_left/003439
978	773	1011	805	5.19	2018-02-16_1515_left/000989
951	1465	983	1492	5.19	2018-02-16_1515_left/003603
924	1607	975	1655	5.19	2018-02-16_1515_left/002683
751	675	834	746	4.2	2018-02-16_1515_left/003060
913	1452	970	1498	2.1	2018-02-16_1515_left/002439
884	375	955	442	5.19	2018-02-16_1515_left/001052
808	549	879	607	4.2	2018-02-16_1515_left/003024
945	1560	976	1595	5.19	2018-02-16_1515_left/001865
984	926	1018	957	5.19	2018-02-16_1515_left/001087
981	902	1013	933	5.19	2018-02-16_1515_left/001079
914	1615	964	1654	5.19	2018-02-16_1515_left/003407
768	264	885	369	2.1	2018-02-16_1515_left/003407
885	289	949	352	4.1	2018-02-16_1515_left/003407
774	648	857	711	4.2	2018-02-16_1515_left/003407
988	1652	1027	1682	2.1	2018-02-16_1515_left/002741
869	676	956	754	5.19	2018-02-16_1515_left/002741
794	2167	922	2292	5.19	2018-02-16_1515_left/002741
753	673	850	761	4.2	2018-02-16_1515_left/002741
960	568	990	601	5.19	2018-02-16_1515_left/003573
926	1436	974	1475	2.1	2018-02-16_1515_left/002425
815	623	881	679	4.2	2018-02-16_1515_left/003018
782	2200	887	2313	5.19	2018-02-16_1515_left/002100
750	260	832	318	5.19	2018-02-16_1515_left/002100
852	835	917	895	5.19	2018-02-16_1515_left/002100
874	399	922	430	5.19	2018-02-16_1515_left/002100
929	1393	961	1424	5.19	2018-02-16_1515_left/002100
896	1426	933	1457	2.1	2018-02-16_1515_left/002379
877	896	933	949	5.19	2018-02-16_1515_left/002081
790	416	854	459	5.19	2018-02-16_1515_left/002081
821	2070	909	2154	5.19	2018-02-16_1515_left/002081
893	495	930	520	5.19	2018-02-16_1515_left/002081
881	417	943	459	3.1	2018-02-16_1515_left/002081
949	771	1024	843	2.1	2018-02-16_1515_left/003467
648	1501	801	1657	2.1	2018-02-16_1515_left/003467
753	2266	870	2383	5.19	2018-02-16_1515_left/002108
720	186	806	246	5.19	2018-02-16_1515_left/002108
836	802	902	865	5.19	2018-02-16_1515_left/002108
858	360	906	391	5.19	2018-02-16_1515_left/002108
913	1386	951	1422	5.19	2018-02-16_1515_left/002108
956	1460	985	1486	5.19	2018-02-16_1515_left/001795
702	969	840	1103	2.1	2018-02-16_1515_left/003446
931	311	1012	379	2.1	2018-02-16_1515_left/003446
853	992	941	1075	4.1	2018-02-16_1515_left/003446
918	1716	976	1767	5.19	2018-02-16_1515_left/001941
792	1714	851	1772	2.4	2018-02-16_1515_left/001941
908	362	933	382	5.19	2018-02-16_1515_left/001941
901	1619	929	1647	5.19	2018-02-16_1515_left/001941
903	1656	963	1710	5.19	2018-02-16_1515_left/002695
922	925	970	972	5.19	2018-02-16_1515_left/002695
992	1577	1019	1599	2.1	2018-02-16_1515_left/002695
703	1887	853	2030	2.1	2018-02-16_1515_left/002512
860	287	937	352	5.19	2018-02-16_1515_left/001058
1034	905	1063	930	5.19	2018-02-16_1515_left/001058
929	1247	1021	1327	2.1	2018-02-16_1515_left/003488
1012	1958	1037	1988	5.19	2018-02-16_1515_left/003488
951	1872	984	1895	5.19	2018-02-16_1515_left/003640
953	1138	983	1172	5.19	2018-02-16_1515_left/001629
909	1742	964	1798	5.19	2018-02-16_1515_left/001946
893	1626	923	1659	5.19	2018-02-16_1515_left/001946
901	331	932	360	5.19	2018-02-16_1515_left/001946
775	1733	839	1804	2.4	2018-02-16_1515_left/001946
842	1746	910	1795	4.1	2018-02-16_1515_left/001946
835	1982	946	2087	5.19	2018-02-16_1515_left/002732
894	742	974	817	5.19	2018-02-16_1515_left/002732
792	741	884	821	4.2	2018-02-16_1515_left/002732
1003	1632	1035	1657	2.1	2018-02-16_1515_left/002732
921	1448	973	1486	2.1	2018-02-16_1515_left/002434
944	1426	970	1449	5.19	2018-02-16_1515_left/001768
964	1428	988	1451	5.19	2018-02-16_1515_left/001768
923	1433	970	1472	2.1	2018-02-16_1515_left/002411
951	1111	1022	1170	5.19	2018-02-16_1515_left/002226
897	495	984	545	5.19	2018-02-16_1515_left/002226
871	1807	922	1859	5.19	2018-02-16_1515_left/002026
896	1052	933	1088	5.19	2018-02-16_1515_left/002026
849	742	890	772	5.19	2018-02-16_1515_left/002026
931	1427	957	1448	5.19	2018-02-16_1515_left/002026
939	1553	976	1593	5.19	2018-02-16_1515_left/001856
728	880	833	960	4.2	2018-02-16_1515_left/003072
943	934	1027	1002	2.1	2018-02-16_1515_left/003474
606	1715	796	1883	2.1	2018-02-16_1515_left/003474
890	1426	931	1456	2.1	2018-02-16_1515_left/002382
913	1452	965	1494	2.1	2018-02-16_1515_left/002436
951	1158	1021	1219	5.19	2018-02-16_1515_left/002219
907	589	987	636	5.19	2018-02-16_1515_left/002219
802	1164	865	1230	2.4	2018-02-16_1515_left/002219
848	175	957	249	5.19	2018-02-16_1515_left/002243
922	984	1003	1054	5.19	2018-02-16_1515_left/002243
820	991	911	1060	4.2	2018-02-16_1515_left/002243
867	861	927	916	5.19	2018-02-16_1515_left/002091
774	332	846	381	5.19	2018-02-16_1515_left/002091
807	2136	897	2234	5.19	2018-02-16_1515_left/002091
891	443	933	469	5.19	2018-02-16_1515_left/002091
936	1395	969	1429	5.19	2018-02-16_1515_left/002091
863	331	936	385	3.1	2018-02-16_1515_left/002091
920	1701	975	1750	5.19	2018-02-16_1515_left/001935
801	1701	857	1752	2.4	2018-02-16_1515_left/001935
900	1614	925	1640	5.19	2018-02-16_1515_left/001935
901	1174	920	1194	5.19	2018-02-16_1515_left/001935
1042	916	1070	943	5.19	2018-02-16_1515_left/001056
835	2005	938	2102	5.19	2018-02-16_1515_left/002733
895	738	971	807	5.19	2018-02-16_1515_left/002733
1001	1635	1034	1660	2.1	2018-02-16_1515_left/002733
786	2287	886	2379	2.4	2018-02-16_1515_left/002860
975	1838	1019	1875	2.1	2018-02-16_1515_left/002781
753	572	865	682	2.1	2018-02-16_1515_left/003424
905	2078	965	2125	5.19	2018-02-16_1515_left/003424
875	599	950	662	4.1	2018-02-16_1515_left/003424
892	902	984	978	5.19	2018-02-16_1515_left/002251
800	7	933	40	5.19	2018-02-16_1515_left/002251
776	903	877	984	4.2	2018-02-16_1515_left/002251
989	923	1022	951	5.19	2018-02-16_1515_left/001086
826	357	895	412	4.2	2018-02-16_1515_left/003659
906	362	1082	403	8.22	2018-02-16_1515_left/003659
915	1722	968	1772	5.19	2018-02-16_1515_left/001942
903	357	931	379	5.19	2018-02-16_1515_left/001942
784	1720	854	1782	2.4	2018-02-16_1515_left/001942
898	1619	927	1648	5.19	2018-02-16_1515_left/001942
936	1209	997	1261	5.19	2018-02-16_1515_left/002204
795	1207	863	1273	2.4	2018-02-16_1515_left/002204
901	710	964	753	5.19	2018-02-16_1515_left/002204
945	1562	977	1593	5.19	2018-02-16_1515_left/001866
988	852	1018	879	5.19	2018-02-16_1515_left/000981
926	1629	957	1665	5.19	2018-02-16_1515_left/001899
968	715	1002	750	5.19	2018-02-16_1515_left/000999
1019	1695	1048	1721	5.19	2018-02-16_1515_left/003478
942	1018	1025	1085	2.1	2018-02-16_1515_left/003478
933	1589	965	1623	5.19	2018-02-16_1515_left/001880
732	1822	876	1955	2.1	2018-02-16_1515_left/002508
844	673	964	769	5.19	2018-02-16_1515_left/002266
820	1641	869	1688	2.4	2018-02-16_1515_left/001915
923	1645	958	1682	5.19	2018-02-16_1515_left/001915
927	1433	973	1473	2.1	2018-02-16_1515_left/002415
985	1162	1026	1200	5.19	2018-02-16_1515_left/001114
888	347	974	407	5.19	2018-02-16_1515_left/002235
945	1053	1021	1116	5.19	2018-02-16_1515_left/002235
761	1055	836	1132	2.4	2018-02-16_1515_left/002235
879	1767	927	1816	5.19	2018-02-16_1515_left/002014
899	1069	934	1102	5.19	2018-02-16_1515_left/002014
855	785	894	811	5.19	2018-02-16_1515_left/002014
931	1423	956	1446	5.19	2018-02-16_1515_left/002014
899	1425	931	1448	5.19	2018-02-16_1515_left/002014
953	1183	1012	1236	5.19	2018-02-16_1515_left/002213
911	648	967	691	5.19	2018-02-16_1515_left/002213
941	764	978	793	5.19	2018-02-16_1515_left/003371
912	1625	964	1678	5.19	2018-02-16_1515_left/002688
933	1575	963	1608	5.19	2018-02-16_1515_left/001875
959	1301	1006	1347	5.19	2018-02-16_1515_left/002180
761	278	882	390	5.19	2018-02-16_1515_left/002180
926	887	979	917	5.19	2018-02-16_1515_left/002180
901	1429	939	1463	2.1	2018-02-16_1515_left/002388
963	1320	1015	1363	5.19	2018-02-16_1515_left/002174
790	379	898	480	5.19	2018-02-16_1515_left/002174
934	926	988	951	5.19	2018-02-16_1515_left/002174
846	1325	896	1373	2.4	2018-02-16_1515_left/002174
970	1891	1014	1929	2.1	2018-02-16_1515_left/002788
922	495	981	553	5.19	2018-02-16_1515_left/001042
803	491	872	548	4.2	2018-02-16_1515_left/003031
917	1622	969	1677	5.19	2018-02-16_1515_left/002687
939	949	981	997	5.19	2018-02-16_1515_left/002687
909	1777	1008	1872	2.1	2018-02-16_1515_left/003509
931	1429	951	1448	5.19	2018-02-16_1515_left/001769
786	370	946	503	5.19	2018-02-16_1515_left/002279
886	1689	924	1724	5.19	2018-02-16_1515_left/001980
905	100	942	133	5.19	2018-02-16_1515_left/001980
899	1126	925	1155	5.19	2018-02-16_1515_left/001980
890	1975	968	2059	5.19	2018-02-16_1515_left/001980
677	1978	765	2062	2.4	2018-02-16_1515_left/001980
864	901	892	923	5.19	2018-02-16_1515_left/001980
850	762	885	788	5.19	2018-02-16_1515_left/002021
899	1059	933	1091	5.19	2018-02-16_1515_left/002021
874	1790	922	1838	5.19	2018-02-16_1515_left/002021
929	1426	956	1450	5.19	2018-02-16_1515_left/002021
978	1004	1011	1036	5.19	2018-02-16_1515_left/001097
779	341	942	479	5.19	2018-02-16_1515_left/002280
971	1863	1015	1899	2.1	2018-02-16_1515_left/002784
882	1831	935	1885	2.4	2018-02-16_1515_left/002812
925	1593	961	1632	5.19	2018-02-16_1515_left/001884
844	1592	894	1634	2.4	2018-02-16_1515_left/001884
926	1440	972	1479	2.1	2018-02-16_1515_left/002429
883	1725	952	1790	5.19	2018-02-16_1515_left/002707
908	882	964	929	5.19	2018-02-16_1515_left/002707
899	1831	1015	1926	2.1	2018-02-16_1515_left/003511
1004	2295	1035	2332	5.19	2018-02-16_1515_left/003500
914	1536	1011	1623	2.1	2018-02-16_1515_left/003500
886	1683	924	1722	5.19	2018-02-16_1515_left/001979
901	108	937	141	5.19	2018-02-16_1515_left/001979
888	1964	970	2042	5.19	2018-02-16_1515_left/001979
682	1958	767	2049	2.4	2018-02-16_1515_left/001979
897	1127	924	1156	5.19	2018-02-16_1515_left/001979
879	1768	956	1838	5.19	2018-02-16_1515_left/002713
914	853	974	913	5.19	2018-02-16_1515_left/002713
853	2099	905	2170	2.4	2018-02-16_1515_left/002844
871	985	917	1026	5.19	2018-02-16_1515_left/002054
830	1923	897	1988	5.19	2018-02-16_1515_left/002054
807	600	856	636	5.19	2018-02-16_1515_left/002054
879	1418	910	1447	5.19	2018-02-16_1515_left/002054
920	1418	946	1446	5.19	2018-02-16_1515_left/002054
903	1855	1008	1968	2.1	2018-02-16_1515_left/003512
895	915	987	988	5.19	2018-02-16_1515_left/002250
817	0	949	64	5.19	2018-02-16_1515_left/002250
786	921	867	989	4.2	2018-02-16_1515_left/002250
902	1585	947	1624	4.2	2018-02-16_1515_left/002967
790	458	925	591	5.19	2018-02-16_1515_left/002760
981	1739	1025	1771	2.1	2018-02-16_1515_left/002760
878	915	933	963	5.19	2018-02-16_1515_left/002075
798	458	859	497	5.19	2018-02-16_1515_left/002075
830	2033	906	2110	5.19	2018-02-16_1515_left/002075
939	1402	966	1432	5.19	2018-02-16_1515_left/002075
895	524	929	549	5.19	2018-02-16_1515_left/002075
818	522	914	612	5.19	2018-02-16_1515_left/002163
972	1360	1017	1400	5.19	2018-02-16_1515_left/002163
946	984	992	1017	5.19	2018-02-16_1515_left/002163
860	1359	907	1409	2.4	2018-02-16_1515_left/002163
775	0	836	19	5.19	2018-02-16_1515_left/002163
858	1	910	19	5.19	2018-02-16_1515_left/002163
666	5	771	78	5.19	2018-02-16_1515_left/002124
806	734	877	800	5.19	2018-02-16_1515_left/002124
897	1375	935	1410	5.19	2018-02-16_1515_left/002124
830	255	887	293	5.19	2018-02-16_1515_left/002124
883	1056	924	1086	5.19	2018-02-16_1515_left/002124
885	867	980	941	5.19	2018-02-16_1515_left/002254
772	866	867	950	4.2	2018-02-16_1515_left/002254
852	708	960	804	5.19	2018-02-16_1515_left/002264
708	718	822	806	4.2	2018-02-16_1515_left/002264
922	1186	1021	1264	2.1	2018-02-16_1515_left/003485
912	1738	1019	1827	2.1	2018-02-16_1515_left/003508
874	293	967	356	5.19	2018-02-16_1515_left/002238
937	1031	1013	1097	5.19	2018-02-16_1515_left/002238
892	1678	959	1737	5.19	2018-02-16_1515_left/002699
920	908	964	959	5.19	2018-02-16_1515_left/002699
897	1674	963	1733	5.19	2018-02-16_1515_left/002698
921	913	968	964	5.19	2018-02-16_1515_left/002698
890	1422	925	1449	2.1	2018-02-16_1515_left/002370
857	960	905	1002	5.19	2018-02-16_1515_left/002061
811	1959	886	2028	5.19	2018-02-16_1515_left/002061
789	553	851	591	5.19	2018-02-16_1515_left/002061
905	1414	936	1441	5.19	2018-02-16_1515_left/002061
859	554	915	588	3.1	2018-02-16_1515_left/002061
942	1552	973	1583	5.19	2018-02-16_1515_left/001854
871	1544	911	1581	2.4	2018-02-16_1515_left/001854
770	473	883	579	2.1	2018-02-16_1515_left/003419
915	1917	965	1961	5.19	2018-02-16_1515_left/003419
886	492	956	568	4.1	2018-02-16_1515_left/003419
947	697	991	740	5.19	2018-02-16_1515_left/001012
833	128	903	170	5.19	2018-02-16_1515_left/002145
801	646	890	721	5.19	2018-02-16_1515_left/002145
924	1372	965	1409	5.19	2018-02-16_1515_left/002145
902	1026	945	1056	5.19	2018-02-16_1515_left/002145
819	1376	862	1418	2.4	2018-02-16_1515_left/002145
877	360	952	432	5.19	2018-02-16_1515_left/001053
806	1680	869	1734	2.4	2018-02-16_1515_left/001929
901	1607	927	1634	5.19	2018-02-16_1515_left/001929
901	1428	934	1453	2.1	2018-02-16_1515_left/002360
1049	953	1071	977	5.19	2018-02-16_1515_left/001046
897	450	963	517	5.19	2018-02-16_1515_left/001046
915	1456	966	1509	2.1	2018-02-16_1515_left/002444
918	1343	1017	1427	2.1	2018-02-16_1515_left/003492
874	1913	930	1975	2.4	2018-02-16_1515_left/002823
885	1882	958	1957	5.19	2018-02-16_1515_left/001970
876	1669	913	1704	5.19	2018-02-16_1515_left/001970
889	187	921	215	5.19	2018-02-16_1515_left/001970
710	1889	788	1964	2.4	2018-02-16_1515_left/001970
884	1141	907	1168	5.19	2018-02-16_1515_left/001970
963	444	993	475	5.19	2018-02-16_1515_left/003568
935	1240	990	1290	5.19	2018-02-16_1515_left/002196
670	4	833	98	5.19	2018-02-16_1515_left/002196
898	771	966	816	5.19	2018-02-16_1515_left/002196
795	1245	859	1304	2.4	2018-02-16_1515_left/002196
895	1967	1006	2077	2.1	2018-02-16_1515_left/003516
927	552	984	605	5.19	2018-02-16_1515_left/001035
688	1264	801	1356	4.2	2018-02-16_1515_left/003086
754	666	865	773	2.1	2018-02-16_1515_left/003086
765	582	846	654	4.2	2018-02-16_1515_left/003051
801	1673	863	1728	2.4	2018-02-16_1515_left/001927
922	1675	964	1720	5.19	2018-02-16_1515_left/001927
898	1607	924	1632	5.19	2018-02-16_1515_left/001927
809	468	884	527	4.2	2018-02-16_1515_left/003668
919	1643	970	1689	5.19	2018-02-16_1515_left/001140
900	1421	933	1449	2.1	2018-02-16_1515_left/002372
948	705	994	743	5.19	2018-02-16_1515_left/001011
894	422	990	480	5.19	2018-02-16_1515_left/002231
949	1080	1028	1143	5.19	2018-02-16_1515_left/002231
745	2312	851	2429	5.19	2018-02-16_1515_left/002113
825	784	888	848	5.19	2018-02-16_1515_left/002113
848	329	898	360	5.19	2018-02-16_1515_left/002113
702	137	795	201	5.19	2018-02-16_1515_left/002113
908	1383	945	1417	5.19	2018-02-16_1515_left/002113
894	1079	927	1107	5.19	2018-02-16_1515_left/002113
803	135	898	198	3.1	2018-02-16_1515_left/002113
812	1385	857	1423	2.4	2018-02-16_1515_left/002113
826	1636	926	1729	2.1	2018-02-16_1515_left/002491
941	677	987	725	5.19	2018-02-16_1515_left/001018
803	2142	894	2240	5.19	2018-02-16_1515_left/002092
764	325	845	376	5.19	2018-02-16_1515_left/002092
864	859	927	912	5.19	2018-02-16_1515_left/002092
935	1396	969	1427	5.19	2018-02-16_1515_left/002092
888	435	927	464	5.19	2018-02-16_1515_left/002092
964	715	1007	755	5.19	2018-02-16_1515_left/000998
951	1618	984	1644	5.19	2018-02-16_1515_left/003631
892	1422	929	1450	2.1	2018-02-16_1515_left/002371
982	1413	1005	1436	5.19	2018-02-16_1515_left/001581
809	585	877	638	4.2	2018-02-16_1515_left/003021
877	590	1052	639	8.22	2018-02-16_1515_left/003021
978	1366	1004	1398	5.19	2018-02-16_1515_left/001588
913	1567	960	1602	5.19	2018-02-16_1515_left/003405
763	228	879	335	2.1	2018-02-16_1515_left/003405
884	255	951	319	4.1	2018-02-16_1515_left/003405
771	608	860	680	4.2	2018-02-16_1515_left/003405
987	923	1018	951	5.19	2018-02-16_1515_left/001085
899	1043	938	1084	5.19	2018-02-16_1515_left/002028
847	734	894	760	5.19	2018-02-16_1515_left/002028
872	1813	928	1869	5.19	2018-02-16_1515_left/002028
937	1427	961	1448	5.19	2018-02-16_1515_left/002028
968	1341	1012	1374	5.19	2018-02-16_1515_left/001127
966	711	1005	754	5.19	2018-02-16_1515_left/001000
884	1729	955	1799	5.19	2018-02-16_1515_left/002708
916	875	971	927	5.19	2018-02-16_1515_left/002708
945	499	1017	573	2.1	2018-02-16_1515_left/003454
686	1166	835	1317	2.1	2018-02-16_1515_left/003454
846	1198	943	1289	4.1	2018-02-16_1515_left/003454
958	705	1001	749	5.19	2018-02-16_1515_left/001004
934	1433	980	1472	2.1	2018-02-16_1515_left/002422
888	1687	958	1745	5.19	2018-02-16_1515_left/002700
917	905	963	953	5.19	2018-02-16_1515_left/002700
700	111	798	179	5.19	2018-02-16_1515_left/002115
738	2330	855	2442	5.19	2018-02-16_1515_left/002115
825	776	892	835	5.19	2018-02-16_1515_left/002115
909	1378	946	1413	5.19	2018-02-16_1515_left/002115
849	317	902	349	5.19	2018-02-16_1515_left/002115
899	1071	931	1097	5.19	2018-02-16_1515_left/002115
813	1382	861	1424	2.4	2018-02-16_1515_left/002115
888	1702	958	1761	5.19	2018-02-16_1515_left/002703
918	897	970	946	5.19	2018-02-16_1515_left/002703
922	1834	973	1884	5.19	2018-02-16_1515_left/001145
876	1662	910	1696	5.19	2018-02-16_1515_left/001966
885	214	917	242	5.19	2018-02-16_1515_left/001966
885	1854	958	1924	5.19	2018-02-16_1515_left/001966
712	1856	792	1927	2.4	2018-02-16_1515_left/001966
881	377	1085	421	8.22	2018-02-16_1515_left/003660
805	511	875	570	4.2	2018-02-16_1515_left/003028
871	1789	951	1863	5.19	2018-02-16_1515_left/002716
909	841	966	895	5.19	2018-02-16_1515_left/002716
848	825	912	884	5.19	2018-02-16_1515_left/002102
774	2221	882	2330	5.19	2018-02-16_1515_left/002102
741	240	821	296	5.19	2018-02-16_1515_left/002102
872	391	912	418	5.19	2018-02-16_1515_left/002102
925	1391	957	1425	5.19	2018-02-16_1515_left/002102
873	1390	920	1427	3.24	2018-02-16_1515_left/002102
833	1387	875	1434	2.4	2018-02-16_1515_left/002102
675	1372	836	1507	2.1	2018-02-16_1515_left/003115
853	1415	962	1493	4.1	2018-02-16_1515_left/003115
930	1592	964	1627	5.19	2018-02-16_1515_left/001882
936	695	975	731	5.19	2018-02-16_1515_left/003368
810	1668	865	1723	2.4	2018-02-16_1515_left/001925
918	1672	961	1715	5.19	2018-02-16_1515_left/001925
901	437	927	459	5.19	2018-02-16_1515_left/001925
899	1602	923	1630	5.19	2018-02-16_1515_left/001925
851	311	904	343	5.19	2018-02-16_1515_left/002116
703	101	795	172	5.19	2018-02-16_1515_left/002116
911	1381	948	1415	5.19	2018-02-16_1515_left/002116
740	2343	851	2444	5.19	2018-02-16_1515_left/002116
827	773	896	835	5.19	2018-02-16_1515_left/002116
811	105	904	171	3.1	2018-02-16_1515_left/002116
1002	2148	1035	2184	5.19	2018-02-16_1515_left/003495
911	1411	1011	1498	2.1	2018-02-16_1515_left/003495
747	696	848	770	4.2	2018-02-16_1515_left/003062
750	719	839	795	4.2	2018-02-16_1515_left/003063
706	77	849	199	5.19	2018-02-16_1515_left/002191
941	1261	993	1307	5.19	2018-02-16_1515_left/002191
907	807	960	848	5.19	2018-02-16_1515_left/002191
812	1257	869	1318	2.4	2018-02-16_1515_left/002191
847	924	901	972	4.2	2018-02-16_1515_left/002998
880	1425	914	1450	2.1	2018-02-16_1515_left/002340
820	1971	894	2043	5.19	2018-02-16_1515_left/002063
794	540	849	579	5.19	2018-02-16_1515_left/002063
866	954	914	996	5.19	2018-02-16_1515_left/002063
917	1413	946	1440	5.19	2018-02-16_1515_left/002063
860	539	930	578	3.1	2018-02-16_1515_left/002063
837	1629	932	1717	2.1	2018-02-16_1515_left/002490
942	1484	967	1510	5.19	2018-02-16_1515_left/001819
982	938	1020	972	5.19	2018-02-16_1515_left/001088
890	890	986	968	5.19	2018-02-16_1515_left/002252
776	894	866	968	4.2	2018-02-16_1515_left/002252
916	1447	966	1488	2.1	2018-02-16_1515_left/002435
828	2128	905	2208	2.4	2018-02-16_1515_left/002847
879	1506	947	1568	2.1	2018-02-16_1515_left/002465
973	1823	1020	1859	2.1	2018-02-16_1515_left/002778
894	1425	928	1449	2.1	2018-02-16_1515_left/002368
926	1620	960	1656	5.19	2018-02-16_1515_left/001895
837	1619	881	1659	2.4	2018-02-16_1515_left/001895
899	1598	922	1625	5.19	2018-02-16_1515_left/001895
949	1550	980	1581	5.19	2018-02-16_1515_left/001855
916	1550	947	1581	5.19	2018-02-16_1515_left/001855
919	1963	972	2016	5.19	2018-02-16_1515_left/001148
888	1373	926	1407	5.19	2018-02-16_1515_left/002128
795	718	869	785	5.19	2018-02-16_1515_left/002128
822	234	884	269	5.19	2018-02-16_1515_left/002128
653	4	744	39	5.19	2018-02-16_1515_left/002128
874	1049	916	1078	5.19	2018-02-16_1515_left/002128
